transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,avg_amount,amount_deviation,device_count,is_new_device,location_count,is_new_location,hour,is_night,amount_anomaly,invalid_ip,missing_payment,invalid_location,location_mismatch,time_anomaly,pattern_flag,risk_score,risk_level,predicted,anomaly_count,final_score,fraud,confidence,explanation,fraud_type
TXN-08B025285CCD,USR0002,991.9571158170731,2024-03-11 02:49:51.545106,jai,bangalore,Clothing,DEV-5E5EBD15,mobile,Wallet,81768.86,success,192.60.130.99,,2483.977527533903,0.3991815237063707,4.0,0,0,1,2.0,1,False,False,False,False,True,True,False,40,Medium,1,2,53.6,0,100.0,"New location, Unusual time (night)","New Location, Night Activity"
TXN-BF944DFED094,USR0002,742.8630678280563,2024-03-16 03:20:00.000000,jai,jaipur,Travel,DEV-5E5EBD15,web,UPI,81768.86,pending,192.60.130.234,,2483.977527533903,0.29894156369505487,5.0,0,1,0,3.0,1,False,False,False,False,True,True,False,20,Low,1,2,43.6,0,100.0,Unusual time (night),Night Activity
TXN-E2F3A4A25C48,USR0002,640.3546120031289,2024-03-16 22:19:51.000000,jaipur,jaipur,Fue#,DEV-5E5EBD15,mobile,NetBanking,81128.51,success,192.60.130.87,,2483.977527533903,0.2576903029938537,6.0,0,4,0,22.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-4D7860BCF65F,USR0002,17399.39,2024-05-18 11:15:59.000000,jai,jai,Clothing,DEV-5E5EBD15,mobile,UPI,79303.82,success,192.60.130.112,,2483.977527533903,7.001829918867392,7.0,0,2,0,11.0,0,False,False,False,False,False,False,False,40,Medium,1,0,50.0,0,100.0,High amount deviation,High Amount
TXN-B03185D8BA4E,USR0002,1249.4361861644954,2024-10-03 09:26:55.000000,jai,hyderabad,Utilities,DEV-5E5EBD15,mobile,UPI,,success,192.60.130.49,,2483.977527533903,0.5027957687023586,8.0,0,3,0,9.0,0,False,False,False,False,True,False,False,0,Low,1,1,31.8,0,100.0,Normal transaction,Normal
TXN-7A48026C6B94,USR0002,551.6329876973963,,jaipur,jaipur,Education,NEW-0C108FD2,mobile,Wallet,,success,225.68.0.159,,2483.977527533903,0.2219871131972924,0.0,1,5,0,,0,False,False,False,False,False,False,False,20,Low,1,0,40.0,0,100.0,New device used,New Device
TXN-87CC3D384050,USR0003,556.0009114232291,2024-01-06 13:10:55.000000,lko,lucknow,Entertainment,DEV-84955DD2,mobile,,35845.13,success,192.115.151.93,,416.6560276439921,1.3312411999885263,0.0,1,0,1,13.0,0,False,False,True,False,True,False,False,40,Medium,1,2,53.6,0,100.0,"New device used, New location","New Device, New Location"
TXN-46E65695F8B9,USR0003,574.0,2024-05-06 10:01:24.955122,lko,lucknow,,DEV-84955DD2,ATM,Wallet,42691.97,success,192.115.151.251,,416.6560276439921,1.374336683796827,1.0,0,1,0,10.0,0,False,False,False,False,True,False,False,0,Low,1,1,31.8,0,100.0,Normal transaction,Normal
TXN-D57B67A43A58,USR0003,558.5857266085555,2024-05-07 07:08:00.000000,lko,lucknow,Travel,DEV-52611F75,mobile,NetBanking,42133.38,success,192.115.151.92,,416.6560276439921,1.3374300611906678,0.0,1,2,0,7.0,0,False,False,False,False,True,False,False,20,Low,1,1,41.8,0,100.0,New device used,New Device
TXN-B45ED0FEFB5A,USR0003,376.75672555501177,2024-05-15 00:31:00.000000,lko,lucknow,Healthcare,DEV-84955DD2,mobile,Wallet,40800.64,success,,,416.6560276439921,0.9020741965111954,2.0,0,3,0,0.0,1,False,False,False,False,True,True,False,20,Low,1,2,43.6,0,100.0,Unusual time (night),Night Activity
TXN-8702EDEA32DA,USR0003,539.25,2024-05-22 09:35:35.000000,lko,lko,Grocery,DEV-104EA314,mobile,Wallet,40800.64,failed,192.115.151.222,,416.6560276439921,1.291134245187176,0.0,1,4,0,9.0,0,False,False,False,False,False,False,False,20,Low,1,0,40.0,0,100.0,New device used,New Device
TXN-478E7B4A1466,USR0003,627.77,2024-05-26 00:31:37.000000,lucknow,lucknow,Food & Dining,DEV-84955DD2,mobile,Wallet,40172.88,success,192.115.151.91,,416.6560276439921,1.5030789895246237,3.0,0,0,1,0.0,1,False,False,False,False,False,True,False,40,Medium,1,1,51.8,0,100.0,"New location, Unusual time (night)","New Location, Night Activity"
TXN-A0F4443FDFEA,USR0003,401.1483628996707,2024-05-28 00:00:00.000000,lucknow,lucknow,,,web,Wallet,39003.92,success,192.115.151.234,,416.6560276439921,0.9604754543171768,,0,1,0,0.0,1,False,False,False,False,False,True,False,20,Low,1,1,41.8,0,100.0,Unusual time (night),Night Activity
TXN-617213FED86F,USR0003,301.96008302365743,2024-05-28 00:44:49.000000,lucknow,lko,Fuel,DEV-104EA314,mobile,Wallet,39405.06,success,192.115.151.233,,416.6560276439921,0.7229874897939859,1.0,0,2,0,0.0,1,False,False,False,False,True,True,False,20,Low,1,2,43.6,0,100.0,Unusual time (night),Night Activity
TXN-AEDCE75FED79,USR0003,661.6923862434545,2024-05-28 18:23:35.538626,lko,lucknow,Electronics,DEV-84955DD2,web,NetBanking,38342.22,success,192.115.151.206,,416.6560276439921,1.584299860284736,4.0,0,5,0,18.0,0,False,False,False,False,True,False,False,0,Low,1,1,31.8,0,100.0,Normal transaction,Normal
TXN-ADCB9A05CFEF,USR0003,421.1511494883624,2024-05-28 23:51:16.000000,lko,lucknow,Grocery,DEV-104EA314,web,NetBanking,37921.07,success,192.115.151.24,,416.6560276439921,1.0083684218903446,2.0,0,6,0,23.0,1,False,False,False,False,True,True,False,20,Low,1,2,43.6,0,100.0,Unusual time (night),Night Activity
TXN-F42D4C4A0AF0,USR0003,358.3,2024-05-29 10:54:42.000000,lucknow,lucknow,Entertainment,DEV-84955DD2,mobile,Wallet,37562.77,success,192.115.151.211,,416.6560276439921,0.8578829857219566,5.0,0,3,0,10.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-60C5A2271EA0,USR0003,371.22,2024-05-29 15:02:24.000000,lucknow,lucknow,Electronics,,mobile,NetBanking,37191.55,success,192.115.151.235,,416.6560276439921,0.8888175326812859,,0,4,0,15.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-9ADB0ED06496,USR0003,465.1157137737264,2024-05-31 03:21:46.806868,lko,lucknow,Grocery,DEV-104EA314,mobile,Wallet,36726.43,success,192.115.151.36,,416.6560276439921,1.1136334279609361,3.0,0,7,0,3.0,1,False,False,False,False,True,True,False,20,Low,1,2,43.6,0,100.0,Unusual time (night),Night Activity
TXN-431E118C90D1,USR0003,275.3640906864508,2024-05-31 16:25:42.000000,l??,lucknow,Education,DEV-52611F7,mobile,Wallet,36726.43,failed,192.115.151.100,,416.6560276439921,0.6593083122486856,0.0,1,0,1,16.0,0,False,False,False,False,True,False,False,40,Medium,1,1,51.8,0,100.0,"New device used, New location","New Device, New Location"
TXN-0733DB07353B,USR0003,506.5567078273065,2024-06-05 07:28:19.000000,lucknow,lucknow,Utilities,DEV-104EA314,web,Wallet,43266.79,success,192.115.151.224,,416.6560276439921,1.2128562125268618,4.0,0,5,0,7.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-37938125E9B2,USR0003,270.36,2024-07-05 17:12:48.000000,lucknow,lucknow,Food & Dining,DEV-104EA314,mobile,Wallet,41863.02,success,192.115.151.157,,416.6560276439921,0.6473269439569863,5.0,0,6,0,17.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-39EF03397DDF,USR0003,328.9747229944098,2024-12-05 05:19:48.000000,lko,chennai,,DEV-52611F75,mobile,NetBanking,41177.4,success,192.115.151.164,,416.6560276439921,0.7876690415559527,1.0,0,8,0,5.0,1,False,False,False,False,True,True,False,20,Low,1,2,43.6,0,100.0,Unusual time (night),Night Activity
TXN-BEFEEECFD256,USR0003,465.85,,luc#,lucknow,Grocery,,ATM,UPI,39707.03,success,192.115.151.232,,416.6560276439921,1.1153915403253516,,0,0,1,,0,False,False,False,False,True,False,False,20,Low,1,1,41.8,0,100.0,New location,New Location
TXN-B5799422E7D2,USR0003,7.78,,lko,lucknow,Food & Dining,CNP-F892ECFF,mobile,Card,35565.74,success,192.115.151.146,,416.6560276439921,0.018627768989441313,0.0,1,9,0,,0,False,False,False,False,True,False,False,20,Low,1,1,41.8,0,100.0,New device used,New Device
TXN-B4B23E7E3B02,USR0003,325.3,,lucknow,lko,Healthcare,DE#,ATM,Wallet,36401.13,success,192.115.151.126,,416.6560276439921,0.7788705979775398,0.0,1,7,0,,0,False,False,False,False,True,False,False,20,Low,1,1,41.8,0,100.0,New device used,New Device
TXN-E8A0D17FFEE3,USR0003,356.64,,lucknow,lucknow,Clothing,DEV-52611F75,mobile,,41506.37,success,192.115.151.66,,416.6560276439921,0.8539084231869344,2.0,0,8,0,,0,False,False,True,False,False,False,False,0,Low,1,1,31.8,0,100.0,Normal transaction,Normal
TXN-56377C6572D1,USR0004,7370.093272634386,2024-04-19 04:54:13.000000,maa,ahmedabad,Electronics,DEV-965CDF83,web,Wallet,0.0,success,192.72.40.32,,6352.85807503141,1.159939864189987,0.0,1,0,1,4.0,1,False,False,False,False,True,True,True,60,Medium,1,2,83.6,1,100.0,"New device used, New location, Unusual time (night)","New Device, New Location, Night Activity"
TXN-E0B2676AF783,USR0004,6766.49,2024-04-20 20:02:06.000000,chennai,madras,Utilities,,web,Wallet,0.0,success,192.72.40.254,,6352.85807503141,1.0649419486705405,,0,0,1,20.0,0,False,False,False,False,True,False,True,20,Low,1,1,61.8,1,100.0,New location,New Location
TXN-2F16121317C0,USR0004,4684.412266642473,2024-04-21 04:24:20.079819,chennai,maa,Grocery,DEV-965CDF83,ATM,Wallet,0.0,success,192.72.40.45,,6352.85807503141,0.7372547846245866,1.0,0,1,0,4.0,1,False,False,False,False,True,True,False,20,Low,1,2,43.6,0,100.0,Unusual time (night),Night Activity
TXN-EECCDCB9905F,USR0004,5659.859060974421,2024-04-21 09:29:37.000000,madras,chennai,Fuel,DEV-965CDF83,web,Wallet,0.0,success,192.72.40.68,,6352.85807503141,0.8907751785038794,2.0,0,0,1,9.0,0,False,False,False,False,True,False,True,20,Low,1,1,61.8,1,100.0,New location,New Location
TXN-CC2A9A95BD44,USR0004,7285.08,2024-04-22 12:22:33.343397,madras,madras,Education,DEV-965CDF83,web,,0.0,success,192.72.40.152,,6352.85807503141,1.146560076409007,3.0,0,1,0,12.0,0,False,False,True,False,False,False,False,0,Low,1,1,31.8,0,100.0,Normal transaction,Normal
TXN-7177C913793C,USR0004,7193.72,2024-04-22 21:23:31.689698,chennai,chennai,Fuel,DEV-965CDF83,web,UPI,0.0,success,192.72.40.123,,6352.85807503141,1.1321814108925368,4.0,0,2,0,21.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-06B6E2F01F13,USR0004,2825.92,2024-04-24 15:06:15.689542,chennai,chennai,Travel,DEV-965CDF83,web,Wallet,0.0,success,192.72.40.156,,6352.85807503141,0.4447565505287164,5.0,0,3,0,15.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-F66ADADDD933,USR0004,9037.29,,maa,chennai,Utilities,DEV-965CDF83,web,Card,0.0,failed,192.72.40.85,,6352.85807503141,1.422331108639899,6.0,0,1,0,,0,False,False,False,False,True,False,True,0,Low,1,1,51.8,0,100.0,Normal transaction,Normal
TXN-3CD40EE3AC8D,USR0005,8456.041468816313,2024-02-27 05:16:00.000000,hyderabad,hyderabad,,,mobile,UPI,48182.62,pending,not_an_ip,,7078.641476923301,1.1944166235507132,,0,0,1,5.0,1,False,True,False,False,False,True,False,40,Medium,1,2,53.6,0,100.0,"New location, Unusual time (night)","New Location, Night Activity"
TXN-3A17FD99DA47,USR0005,7437.0,2024-02-29 17:23:30.000000,hyderabad,hyderabad,Fuel,DEV-9571BDB8,mobile,Wallet,40744.65,success,192.92.217.224,,7078.641476923301,1.0504769237597045,0.0,1,1,0,17.0,0,False,False,False,False,False,False,False,20,Low,1,0,40.0,0,100.0,New device used,New Device
TXN-23871A52A33A,USR0005,1782.3408,2024-03-03 18:18:54.000000,hyderabad,hyderabad,Travel,DEV-9571BDB8,mobile,Wallet,38962.31,success,192.92.217.148,,7078.641476923301,0.25175579947228865,1.0,0,2,0,18.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-8A217684444D,USR0005,7850.958190215781,2024-03-05 00:00:00.000000,hyderabad,hyderabad,Healthcare,DEV-9571BDB8,mobile,,23526.39,success,192.92.217.8,,7078.641476923301,1.1089485556304868,2.0,0,3,0,0.0,1,False,False,True,False,False,True,False,20,Low,1,2,43.6,0,100.0,Unusual time (night),Night Activity
TXN-B7095E9DF804,USR0005,7584.957037271415,2024-03-05 08:48:30.316520,hyderabad,hyderabad,Utilities,DEV-9571BDB8,mobile,Wallet,31377.35,success,192.92.217.30,,7078.641476923301,1.071375868678553,3.0,0,4,0,8.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-9704C7FCA7DE,USR0005,15219.805688464945,2024-03-09 13:39:47.790392,hyd,hyderabad,Grocery,DEV-9571BDB8,ATM,UPI,8306.59,success,192.92.217.37,,7078.641476923301,2.149798932343567,4.0,0,0,1,13.0,0,False,False,False,False,True,False,True,45,Medium,1,1,74.3,1,100.0,New location,New Location
TXN-8030C8CF2E78,USR0005,7076.386144209511,2024-03-09 17:07:41.021488,hyderabad,hyderabad,Entertainment,DEV-9571BDB8,mobile,Wallet,1230.2,success,192.92.217.95,,7078.641476923301,0.9995401839592584,5.0,0,5,0,17.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-A112F692E902,USR0005,4.25,2024-06-03 07:54:00.000000,hyd,hyd,Utilities,CNP-6CD5E8F5,mobile,Card,0.0,success,192.92.217.124,,7078.641476923301,0.00060031288503143,0.0,1,1,0,7.0,0,False,False,False,False,False,False,False,20,Low,1,0,40.0,0,100.0,New device used,New Device
TXN-A2E362483AB1,USR0005,6376.3510680451,,hyderabad,hyderabad,Utilities,DEV-9571BDB8,mobile,,64259.59,success,192.92.217.76,,7078.641476923301,0.9006601660309161,6.0,0,6,0,,0,False,False,True,False,False,False,False,0,Low,1,1,31.8,0,100.0,Normal transaction,Normal
TXN-E2B0630F224D,USR0005,8905.285849133244,,hyderabad,hyd,Healthcare,DEV-9571BDB8,mobile,Wallet,48182.62,success,192.92.217.110,,7078.641476923301,1.2578724329700577,7.0,0,7,0,,0,False,False,False,False,True,False,True,0,Low,1,1,51.8,0,100.0,Normal transaction,Normal
TXN-E91140A0B337,USR0005,7171.68,,hyderabad,hyderabad,Food & Dining,DEV-9571BDB8,ATM,Card,57087.91,success,192.92.217.111,,7078.641476923301,1.013000449722872,8.0,0,8,0,,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-B29959064F8F,USR0006,5501.19,2024-04-06 02:27:12.000000,pnq,pnq,Clothing,DEV-194045B1,ATM,UPI,156888.82,success,192.32.250.173,,4801.217703874954,1.1455519801947,0.0,1,0,1,2.0,1,False,False,False,False,False,True,False,60,Medium,1,1,61.8,1,100.0,"New device used, New location, Unusual time (night)","New Device, New Location, Night Activity"
TXN-96F27B442B7E,USR0006,5426.0,2024-04-16 09:58:19.000000,new york,new york,Food & Dining,DEV-E817959F,ATM,Wallet,69641.85,success,110.74.6.151,,4801.217703874954,1.1298946308955777,0.0,1,0,1,9.0,0,False,False,False,False,False,False,False,40,Medium,1,0,50.0,0,100.0,"New device used, New location","New Device, New Location"
TXN-A16616DB920D,USR0006,7663.63,2024-05-06 23:45:21.000000,pune,pune,Fuel,DEV-194045B1,web,Wallet,,success,192.32.250.31,,4801.217703874954,1.5958522650516542,1.0,0,0,1,23.0,1,False,False,False,False,False,True,False,40,Medium,1,1,51.8,0,100.0,"New location, Unusual time (night)","New Location, Night Activity"
TXN-1603ACBDA18D,USR0006,6385.577709790982,2024-06-05 00:00:00.000000,pune,pnq,Utilities,DEV-CC622E73,ATM,UPI,143350.11,success,192.32.250.57,,4801.217703874954,1.3297143327422245,0.0,1,1,0,0.0,1,False,False,False,False,True,True,True,40,Medium,1,2,73.6,1,100.0,"New device used, Unusual time (night)","New Device, Night Activity"
TXN-8D998BEC4172,USR0006,2156.352946072396,2024-06-06 06:42:41.000000,pune,pune,Electronics,DEV-CC622E73,ATM,Wallet,133530.13,success,192.32.250.172,,4801.217703874954,0.449032734257844,1.0,0,2,0,6.0,0,False,False,False,False,False,False,False,0,Low,1,0,30.0,0,100.0,Normal transaction,Normal
TXN-ED6561FDA763,USR0006,2964.020937424103,2024-06-07 00:55:33.654741,pune,pune,Fuel,DEV-E817959F,ATM,NetBanking,130566.11,success,192.32.250.148,,4801.217703874954,0.617219193339029,1.0,0,3,0,0.0,1,False,False,False,False,False,True,False,20,Low,1,1,41.8,0,100.0,Unusual time (night),Night Activity
TXN-E5CA21010408,USR0006,3797.07,2024-06-08 21:25:38.452138,pnq,ahmedabad,Entertainment,DEV-194045B1,ATM,Card,,success,192.32.250.206,,4801.217703874954,0.7906909336776026,2.0,0,1,0,21.0,0,False,False,False,False,True,False,False,0,Low,1,1,31.8,0,100.0,Normal transaction,Normal
